"CRN","UNIT_NUM","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMT_TYPE","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMT_TYPE","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_PASSNGR_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","CRASH_YEAR","COUNTY","COUNTY_YEAR","COUNTY_NAME","MUNICIPALITY"
"2018115139","1","N","U","N","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018032212","1","U","U","Y","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018081175","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018055369","1","U","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018054012","2","U","U","Y","U","9","U","U","U","U","99999","U","U","9","U","U","U","U","Y","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018081092","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018078309","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018076903","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018058600","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018115194","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018088811","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018105526","1","","","","","","","","","","","","","","","","","","","","N","N","N","N","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018101101","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018093099","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018095941","2","","","","","","","","","","","","","","","","","","","","U","N","Y","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018104098","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2019079756","1","N","U","N","U","9","U","U","U","U","99999","U","U","9","U","U","U","U","Y","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018030011","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018030334","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018067710","1","N","N","N","Y","1","Y","N","Y","N","00610","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018077488","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018078322","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018076400","1","N","Y","Y","Y","1","Y","Y","Y","Y","01000","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018058151","1","U","U","N","Y","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018059100","2","U","U","N","N","9","U","U","U","U","99999","U","N","9","U","U","U","U","Y","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018065740","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018072467","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018098819","1","N","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018089343","1","N","U","N","N","0","Y","N","N","N","01500","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018133449","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018121998","2","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018112259","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018110836","1","U","U","U","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2019019008","1","N","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018026897","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018042598","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018030658","2","U","U","Y","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018082701","2","U","U","N","Y","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018054043","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018063992","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018066478","1","N","Y","N","Y","1","Y","Y","Y","Y","01000","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018076599","1","","","","","","","","","","","","","","","","","","","","N","N","N","N","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018059116","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018090982","1","N","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018087579","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018115138","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2019054116","1","U","U","U","Y","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018047593","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018047580","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085322","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018053982","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018057576","2","U","U","Y","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018080286","1","Y","Y","Y","N","3","N","N","N","N","01573","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018088427","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018097137","1","N","Y","U","Y","1","Y","Y","Y","Y","00636","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018105537","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018095932","2","U","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018098456","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018101097","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018123519","1","N","Y","U","Y","9","U","U","Y","Y","06000","U","Y","9","U","U","Y","Y","Y","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018125656","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018095354","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018097177","1","U","U","U","U","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018101609","1","U","U","N","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018037647","2","","","","","","","","","","","","","","","","","","","","N","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018054007","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018054242","2","U","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018076832","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018076914","1","N","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018063869","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018059123","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085225","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018087590","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018088044","1","U","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018122117","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018107901","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018097172","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018130350","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018098430","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018117324","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2019000718","1","","","","","","","","","","","","","","","","","","","","U","Y","N","Y","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2019017095","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085324","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018054088","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018058141","2","U","U","U","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018067658","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018045125","1","U","U","U","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018063961","1","U","U","Y","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018093691","2","N","U","N","Y","1","Y","U","Y","N","01299","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018066226","1","U","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018130838","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018091284","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018099239","1","U","U","U","U","9","U","U","U","U","00000","U","N","9","U","U","U","U","Y","U","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018104134","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018095846","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018115176","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018138047","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2019017097","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018030173","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018037243","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085840","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018058699","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018066212","2","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018065779","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018077451","2","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018067952","1","N","N","N","Y","1","N","Y","Y","Y","00900","N","Y","1","N","Y","Y","N","Y","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085337","1","U","U","N","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018084791","2","N","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018087638","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018076810","1","U","U","N","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018109594","1","Y","N","N","U","0","N","N","Y","Y","01584","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018090787","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018131761","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018127466","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018136525","2","N","U","N","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018030183","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018048932","1","U","U","U","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018090944","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018067809","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018051954","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018087103","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018087103","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","U","U","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018062745","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085424","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018088053","1","N","U","Y","Y","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018106832","2","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018094020","1","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018104108","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018098863","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018123546","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018046270","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018032222","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018060725","1","N","N","N","Y","1","Y","Y","N","Y","00900","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018067573","2","Y","N","Y","N","3","Y","Y","N","N","00050","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018078308","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018078308","3","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018077452","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018085440","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018058633","1","U","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018115110","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018106807","2","U","U","U","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
"2018130776","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2018","67","CYCLE_2018_Philadelphia","Philadelphia","67301"
