"CRN","UNIT_NUM","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMT_TYPE","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMT_TYPE","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_PASSNGR_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","CRASH_YEAR","COUNTY","COUNTY_YEAR","MUNICIPALITY"
"2008070537","1","N","Y","N","Y","1","Y","Y","Y","Y","00600","U","U","9","U","U","U","U","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008040039","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2008","67","CYCLE_2008_Philadelphia","67301"
"2008040042","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008040132","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008040758","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008040795","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008042093","1","","","","","","","","","","","","","","","","","","","","N","N","N","N","2008","67","CYCLE_2008_Philadelphia","67301"
"2008042184","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008042187","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008100548","2","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2008","67","CYCLE_2008_Philadelphia","67301"
"2008100568","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008100571","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008100574","1","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2008","67","CYCLE_2008_Philadelphia","67301"
"2008101052","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008101185","1","N","Y","U","U","0","Y","","Y","Y","01100","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008101186","1","N","N","U","U","0","","","N","N","00750","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008101784","1","N","N","N","N","3","N","Y","Y","Y","00600","U","U","9","U","U","U","U","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008101806","1","N","Y","N","Y","1","Y","Y","Y","Y","01200","U","U","9","U","U","U","U","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108008","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108013","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108346","2","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108450","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108458","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108473","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108485","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108489","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108564","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108569","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108570","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108586","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108590","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108606","1","U","U","U","N","0","N","N","U","U","99999","U","N","0","N","N","U","U","Y","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108614","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108618","2","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108624","2","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108629","2","U","U","U","N","0","N","N","U","U","99999","U","N","0","N","N","U","U","Y","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108645","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108649","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108655","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108660","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108674","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108679","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108680","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108684","2","","","","","","","","","","","","","","","","","","","","U","U","Y","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108945","1","Y","N","N","N","0","","","Y","N","99999","N","N","0","N","N","Y","N","Y","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108949","2","N","U","N","Y","0","","U","","U","00600","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108962","2","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108964","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108969","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108970","1","N","N","N","N","0","","","","N","","","","","","","","","N","N","N","N","N","N","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108971","1","","","","","","","","","","","","","","","","","","U","","N","Y","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008108977","1","Y","N","N","N","0","","","Y","N","99999","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008109108","2","","","","","","","","","","","","","","","","","","","","","","U","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008109634","1","Y","Y","Y","Y","1","Y","Y","Y","Y","00250","U","U","9","U","U","U","U","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008110438","1","N","Y","Y","Y","0","N","N","Y","Y","01500","U","U","9","U","U","U","U","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008116424","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008116425","1","N","U","U","U","1","U","U","U","U","99999","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008118530","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008118535","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008118554","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008118560","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008118568","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008118586","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008118884","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008118895","2","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2008","67","CYCLE_2008_Philadelphia","67301"
"2008118900","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008118925","1","","","","","","","","","","","","","","","","","","","","N","N","N","N","2008","67","CYCLE_2008_Philadelphia","67301"
"2008118929","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2008","67","CYCLE_2008_Philadelphia","67301"
"2008118947","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008118955","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008118983","2","","","","","","","","","","","","","","","","","","","","U","U","U","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119005","1","","","","","","","","","","","","","","","","","","","","Y","Y","N","Y","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119012","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119020","1","U","U","U","N","0","N","N","U","U","99999","U","N","0","N","N","U","U","Y","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119070","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119073","2","Y","N","N","Y","2","Y","Y","N","N","00850","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119101","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119119","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","U","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119121","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119122","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119135","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119145","2","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119159","2","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119162","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119193","2","","","","","","","","","","","","","","","","","","","","U","U","Y","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119214","2","","","","","","","","","","","","","","","","","","","","U","Y","U","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119225","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119236","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119287","1","U","U","U","N","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119307","1","N","N","Y","N","0","U","N","Y","Y","00600","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119367","2","","","","","","","","","","","","","","","","","","","","N","N","N","N","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119387","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119388","2","","","","","","","","","","","","","","","","","","","","U","U","U","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119404","1","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119469","1","N","U","U","U","0","","","U","U","99999","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119473","1","","","","","","","","","","","","","","","","","","U","","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119475","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119484","1","U","U","N","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119490","1","N","N","N","U","9","N","N","N","N","99999","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119492","1","N","U","U","U","9","U","U","U","U","99999","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119494","2","Y","U","U","U","9","U","U","U","U","99999","","","","","","","","U","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119496","2","","","","","","","","","","","","","","","","","","U","","N","N","N","Y","2008","67","CYCLE_2008_Philadelphia","67301"
"2008119499","1","U","U","U","U","9","U","U","U","U","00600","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008076162","1","N","Y","N","Y","0","N","N","Y","N","01100","U","U","9","U","U","U","U","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008076684","1","N","U","U","N","0","U","U","Y","N","01200","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008078892","2","","","","","","","","","","","","","","","","","","","","N","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008079100","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008079184","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008079219","1","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2008","67","CYCLE_2008_Philadelphia","67301"
"2008079249","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008079286","2","U","U","U","N","0","N","N","U","U","99999","U","N","0","N","N","U","U","Y","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008079295","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008079605","1","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2008","67","CYCLE_2008_Philadelphia","67301"
"2008079678","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008079682","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008079730","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008079757","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008080260","1","N","Y","Y","Y","1","Y","Y","N","N","01050","U","U","9","U","U","U","U","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008080279","2","N","U","N","U","0","","","U","U","08800","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008080312","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008081006","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008081008","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008081121","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008081123","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008081125","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008071619","1","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008071620","1","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008071632","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008083012","1","N","N","N","N","0","N","N","N","N","00150","U","U","9","U","U","U","U","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008083218","1","N","Y","N","N","0","","","U","Y","01100","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008083270","2","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008083664","2","","","","","","","","","","","","","","","","","","","","U","N","U","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008083979","1","","","","","","","","","","","","","","","","","","","","N","N","N","N","2008","67","CYCLE_2008_Philadelphia","67301"
"2008083981","1","U","Y","U","N","0","","","Y","Y","99999","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008083981","3","U","Y","U","N","0","","","Y","Y","00599","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008083982","1","N","U","U","Y","1","U","Y","Y","Y","99999","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008085214","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008085216","2","U","U","U","N","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008085872","1","N","N","U","N","0","N","N","Y","N","99999","","","","","","","","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008087107","1","N","N","Y","Y","1","Y","N","Y","N","00600","U","U","9","U","U","U","U","N","N","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008087508","2","","","","","","","","","","","","","","","","","","","","U","U","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008087594","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008087595","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008087847","2","","","","","","","","","","","","","","","","","","","","N","U","N","N","2008","67","CYCLE_2008_Philadelphia","67301"
"2008087849","1","U","U","U","Y","9","U","U","U","U","99999","U","Y","9","U","U","U","U","Y","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008087852","1","U","U","N","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008087868","1","U","U","U","U","9","U","U","U","U","99999","U","U","9","U","U","U","U","Y","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008087870","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008087877","1","","","","","","","","","","","","","","","","","","","","U","U","U","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008087967","1","U","U","N","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008087972","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008088080","1","U","N","U","N","0","N","N","N","N","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008088088","1","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008088220","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
"2008088235","1","U","U","U","N","0","N","N","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008088246","2","U","U","U","U","9","U","U","U","U","99999","","","","","","","","N","U","","","","","2008","67","CYCLE_2008_Philadelphia","67301"
"2008088263","2","","","","","","","","","","","","","","","","","","","","U","N","N","U","2008","67","CYCLE_2008_Philadelphia","67301"
