	Feature	score
1350	ENSG00000211668	-23
1351	ENSG00000211669	-25
1352	ENSG00000211670	-23
1353	ENSG00000211673	-28
1354	ENSG00000211677	-24
1355	ENSG00000211679	-29
1356	ENSG00000211685	-33
1357	ENSG00000211688	33
1358	ENSG00000211689	22
1359	ENSG00000211691	10
1360	ENSG00000211692	24
1361	ENSG00000211694	49
1362	ENSG00000211697	7
1363	ENSG00000211698	6
1364	ENSG00000211721	2
1365	ENSG00000211724	20
1366	ENSG00000211747	-1
1367	ENSG00000211752	17
1368	ENSG00000211753	3
1369	ENSG00000211764	5
1370	ENSG00000211765	8
1371	ENSG00000211766	0
1372	ENSG00000211767	1
1373	ENSG00000211768	-7
1374	ENSG00000211771	-1
1375	ENSG00000211772	-3
1376	ENSG00000211821	15
1377	ENSG00000211826	-5
1378	ENSG00000211827	-6
1379	ENSG00000211828	4
1380	ENSG00000211829	-8
1381	ENSG00000211841	-6
1382	ENSG00000211844	-15
1383	ENSG00000211847	1
1384	ENSG00000211849	5
1385	ENSG00000211850	0
1386	ENSG00000211851	0
1387	ENSG00000211854	5
1388	ENSG00000211855	1
1389	ENSG00000211856	0
1390	ENSG00000211858	-27
1391	ENSG00000211859	10
1392	ENSG00000211861	6
1393	ENSG00000211862	-4
1394	ENSG00000211863	-10
1395	ENSG00000211864	11
1396	ENSG00000211865	0
1397	ENSG00000211866	-12
1398	ENSG00000211867	-3
1399	ENSG00000211868	1
1400	ENSG00000211869	-3
1401	ENSG00000211870	-7
1402	ENSG00000211871	3
1403	ENSG00000211872	2
1404	ENSG00000211873	14
1405	ENSG00000211875	-5
1406	ENSG00000211876	16
1407	ENSG00000211877	8
1408	ENSG00000211878	5
1409	ENSG00000211879	-17
1410	ENSG00000211880	-11
1411	ENSG00000211881	0
1412	ENSG00000211882	-1
1413	ENSG00000211883	-9
1414	ENSG00000211884	0
1415	ENSG00000211885	4
1416	ENSG00000211886	-11
1417	ENSG00000211887	-17
1418	ENSG00000211888	-19
1419	ENSG00000211890	-13
1420	ENSG00000211892	-24
1421	ENSG00000211893	-31
1422	ENSG00000211895	-25
1423	ENSG00000211896	-27
1424	ENSG00000211897	-16
1425	ENSG00000211898	2
1426	ENSG00000211899	26
1427	ENSG00000211904	29
1428	ENSG00000211905	26
1429	ENSG00000211907	43
1430	ENSG00000211909	36
1431	ENSG00000211911	24
1432	ENSG00000211912	45
1433	ENSG00000211914	14
1434	ENSG00000211915	24
1435	ENSG00000211917	15
1436	ENSG00000211918	17
1437	ENSG00000211920	22
1438	ENSG00000211921	8
1439	ENSG00000211923	11
1440	ENSG00000211924	19
1441	ENSG00000211925	17
1442	ENSG00000211928	21
1443	ENSG00000211930	22
1444	ENSG00000211931	9
1445	ENSG00000211933	-36
1446	ENSG00000211934	-24
1447	ENSG00000211937	-34
1448	ENSG00000211938	-38
1449	ENSG00000211941	-26
1450	ENSG00000211942	-33
1451	ENSG00000211943	-31
1452	ENSG00000211945	-26
1453	ENSG00000211946	-22
1454	ENSG00000211947	-21
1455	ENSG00000211949	-30
1456	ENSG00000211950	-34
1457	ENSG00000211951	-32
1458	ENSG00000211952	-19
1459	ENSG00000211955	-28
1460	ENSG00000211956	-25
1461	ENSG00000211959	-23
1462	ENSG00000211961	-33
1463	ENSG00000211962	-24
1464	ENSG00000211964	-18
1465	ENSG00000211965	-27
1466	ENSG00000211966	-25
1467	ENSG00000211967	-28
1468	ENSG00000211968	-29
1469	ENSG00000211970	-24
1470	ENSG00000211972	-19
1471	ENSG00000211973	-21
1472	ENSG00000211974	-12
1473	ENSG00000211976	-21
1474	ENSG00000212051	14
1475	ENSG00000212186	6
1476	ENSG00000212195	-6
1477	ENSG00000212411	8
1478	ENSG00000212418	60
1479	ENSG00000212458	-19
1480	ENSG00000212464	0
1481	ENSG00000212556	53
1482	ENSG00000212579	-11
1483	ENSG00000213058	-10
1484	ENSG00000213083	-2
1485	ENSG00000213172	-11
1486	ENSG00000213726	1
1487	ENSG00000213759	77
1488	ENSG00000213876	9
1489	ENSG00000213934	-10
1490	ENSG00000214212	9
1491	ENSG00000214263	8
1492	ENSG00000214357	17
1493	ENSG00000214548	69
1494	ENSG00000214787	19
1495	ENSG00000214796	-4
1496	ENSG00000215246	41
1497	ENSG00000215252	37
1498	ENSG00000215367	-12
1499	ENSG00000215788	19
1500	ENSG00000216316	55
1501	ENSG00000216331	-10
1502	ENSG00000216490	5
1503	ENSG00000217159	-2
1504	ENSG00000217275	-13
1505	ENSG00000217896	13
1506	ENSG00000218281	8
1507	ENSG00000218565	8
1508	ENSG00000218809	7
1509	ENSG00000221039	11
1510	ENSG00000221059	18
1511	ENSG00000221275	13
1512	ENSG00000221325	-5
1513	ENSG00000221331	12
1514	ENSG00000221340	60
1515	ENSG00000221456	29
1516	ENSG00000221740	4
1517	ENSG00000221869	24
1518	ENSG00000222071	-5
1519	ENSG00000222421	23
1520	ENSG00000222465	53
1521	ENSG00000222515	25
1522	ENSG00000222724	0
1523	ENSG00000222831	11
1524	ENSG00000223117	-26
1525	ENSG00000223350	-17
1526	ENSG00000223351	16
1527	ENSG00000223401	3
1528	ENSG00000223511	-9
1529	ENSG00000223534	11
1530	ENSG00000223609	4
1531	ENSG00000223648	-12
1532	ENSG00000223749	62
1533	ENSG00000223764	16
1534	ENSG00000223865	18
1535	ENSG00000223915	-2
1536	ENSG00000224063	61
1537	ENSG00000224237	0
1538	ENSG00000224307	16
1539	ENSG00000224373	-27
1540	ENSG00000224397	13
1541	ENSG00000224400	20
1542	ENSG00000224429	32
1543	ENSG00000224650	-33
1544	ENSG00000224739	-10
1545	ENSG00000224796	20
1546	ENSG00000224940	39
1547	ENSG00000224968	48
1548	ENSG00000225000	16
1549	ENSG00000225026	32
1550	ENSG00000225101	31
1551	ENSG00000225138	4
1552	ENSG00000225217	5
1553	ENSG00000225231	9
1554	ENSG00000225345	22
1555	ENSG00000225585	17
1556	ENSG00000225630	14
1557	ENSG00000225698	-25
1558	ENSG00000225778	21
1559	ENSG00000225792	58
1560	ENSG00000225825	26
1561	ENSG00000225840	0
1562	ENSG00000225907	38
1563	ENSG00000225972	6
1564	ENSG00000226278	-10
1565	ENSG00000226321	30
1566	ENSG00000226562	25
1567	ENSG00000226738	-2
1568	ENSG00000226777	25
1569	ENSG00000227039	8
1570	ENSG00000227063	-3
1571	ENSG00000227076	19
1572	ENSG00000227097	-11
1573	ENSG00000227108	13
1574	ENSG00000227170	15
1575	ENSG00000227191	49
1576	ENSG00000227196	33
1577	ENSG00000227335	49
1578	ENSG00000227502	51
1579	ENSG00000227507	11
1580	ENSG00000227550	5
1581	ENSG00000227706	-2
1582	ENSG00000227719	1
1583	ENSG00000227738	52
1584	ENSG00000227800	8
1585	ENSG00000227825	16
1586	ENSG00000228131	13
1587	ENSG00000228280	10
1588	ENSG00000228401	59
1589	ENSG00000228572	3
1590	ENSG00000228594	8
1591	ENSG00000228626	46
1592	ENSG00000228651	-4
1593	ENSG00000228769	45
1594	ENSG00000228778	115
1595	ENSG00000228939	63
1596	ENSG00000229391	3
1597	ENSG00000229417	19
1598	ENSG00000229418	11
1599	ENSG00000229425	52
1600	ENSG00000229436	-10
1601	ENSG00000229456	55
1602	ENSG00000229604	-17
1603	ENSG00000229646	12
1604	ENSG00000229663	31
1605	ENSG00000229671	13
1606	ENSG00000229754	11
1607	ENSG00000229792	47
1608	ENSG00000229807	-4
1609	ENSG00000229988	-10
1610	ENSG00000229989	12
1611	ENSG00000230076	-11
1612	ENSG00000230138	4
1613	ENSG00000230148	96
1614	ENSG00000230387	-2
1615	ENSG00000230453	21
1616	ENSG00000230539	1
1617	ENSG00000230690	42
1618	ENSG00000230699	14
1619	ENSG00000230749	72
1620	ENSG00000230830	43
1621	ENSG00000230882	5
1622	ENSG00000230953	19
1623	ENSG00000231106	0
1624	ENSG00000231201	26
1625	ENSG00000231292	-23
1626	ENSG00000231389	22
1627	ENSG00000231412	40
1628	ENSG00000231475	-17
1629	ENSG00000231508	12
1630	ENSG00000231513	-3
1631	ENSG00000231535	-4
1632	ENSG00000231680	46
1633	ENSG00000231711	81
1634	ENSG00000231752	17
1635	ENSG00000231964	25
1636	ENSG00000231985	-4
1637	ENSG00000231991	7
1638	ENSG00000232125	0
1639	ENSG00000232177	-10
1640	ENSG00000232208	10
1641	ENSG00000232216	-20
1642	ENSG00000232543	8
1643	ENSG00000232555	7
1644	ENSG00000232629	-5
1645	ENSG00000232810	51
1646	ENSG00000232878	-8
1647	ENSG00000233101	119
1648	ENSG00000233236	77
1649	ENSG00000233355	0
1650	ENSG00000233392	21
1651	ENSG00000233429	51
1652	ENSG00000233476	-8
1653	ENSG00000233655	10
1654	ENSG00000233695	34
1655	ENSG00000233844	2
1656	ENSG00000233864	-3
1657	ENSG00000233913	-11
1658	ENSG00000233922	15
1659	ENSG00000233968	26
1660	ENSG00000233994	-3
1661	ENSG00000234147	13
1662	ENSG00000234248	69
1663	ENSG00000234282	25
1664	ENSG00000234373	27
1665	ENSG00000234436	-1
1666	ENSG00000234854	33
1667	ENSG00000234883	21
1668	ENSG00000234928	47
1669	ENSG00000235128	27
1670	ENSG00000235151	-1
1671	ENSG00000235244	11
1672	ENSG00000235321	7
1673	ENSG00000235328	20
1674	ENSG00000235361	15
1675	ENSG00000235568	65
1676	ENSG00000235669	2
1677	ENSG00000235674	8
1678	ENSG00000235888	3
1679	ENSG00000235996	30
1680	ENSG00000236170	10
1681	ENSG00000236582	65
1682	ENSG00000236597	65
1683	ENSG00000236939	70
1684	ENSG00000237020	18
1685	ENSG00000237111	43
1686	ENSG00000237197	13
1687	ENSG00000237361	-3
1688	ENSG00000237400	5
1689	ENSG00000237476	13
1690	ENSG00000237541	-6
1691	ENSG00000237547	62
1692	ENSG00000237550	1
1693	ENSG00000237819	16
1694	ENSG00000237940	18
1695	ENSG00000237945	30
1696	ENSG00000237993	36
1697	ENSG00000238005	50
1698	ENSG00000238121	31
1699	ENSG00000238246	-6
1700	ENSG00000238266	67
1701	ENSG00000238304	17
1702	ENSG00000238447	15
1703	ENSG00000238482	23
1704	ENSG00000238610	-15
1705	ENSG00000238741	2
1706	ENSG00000238880	-6
1707	ENSG00000239002	-4
1708	ENSG00000239079	2
1709	ENSG00000239552	118
1710	ENSG00000239697	2
1711	ENSG00000239819	-35
1712	ENSG00000239830	0
1713	ENSG00000239839	10
1714	ENSG00000239855	-35
1715	ENSG00000239948	31
1716	ENSG00000239951	-29
1717	ENSG00000239961	10
1718	ENSG00000239998	16
1719	ENSG00000240382	-28
1720	ENSG00000240409	-9
1721	ENSG00000240583	-10
1722	ENSG00000240671	-21
1723	ENSG00000240864	-22
1724	ENSG00000241244	-26
1725	ENSG00000241294	-10
1726	ENSG00000241351	-29
1727	ENSG00000241525	-7
1728	ENSG00000241755	-28
1729	ENSG00000241859	16
1730	ENSG00000241911	27
1731	ENSG00000242119	8
1732	ENSG00000242193	46
1733	ENSG00000242197	9
1734	ENSG00000242258	17
1735	ENSG00000242341	30
1736	ENSG00000242550	14
1737	ENSG00000242574	13
1738	ENSG00000242810	26
1739	ENSG00000242887	21
1740	ENSG00000243193	27
1741	ENSG00000243238	-19
1742	ENSG00000243264	-32
1743	ENSG00000243289	41
1744	ENSG00000243290	-26
1745	ENSG00000243466	-28
1746	ENSG00000243478	34
1747	ENSG00000244040	72
1748	ENSG00000244273	49
1749	ENSG00000244301	28
1750	ENSG00000244437	-26
1751	ENSG00000244482	16
1752	ENSG00000244575	-23
1753	ENSG00000244620	25
1754	ENSG00000244682	5
1755	ENSG00000244720	31
1756	ENSG00000244734	7
1757	ENSG00000245688	25
1758	ENSG00000245694	54
1759	ENSG00000245848	24
1760	ENSG00000246082	31
1761	ENSG00000246985	9
1762	ENSG00000247081	106
1763	ENSG00000247134	7
1764	ENSG00000247627	-2
1765	ENSG00000247982	19
1766	ENSG00000248208	13
1767	ENSG00000248334	40
1768	ENSG00000248347	54
1769	ENSG00000248429	22
1770	ENSG00000248596	8
1771	ENSG00000249072	-8
1772	ENSG00000249119	-6
1773	ENSG00000249138	12
1774	ENSG00000249297	61
1775	ENSG00000249780	-17
1776	ENSG00000249790	-8
1777	ENSG00000249835	0
1778	ENSG00000250361	-9
1779	ENSG00000250510	-10
1780	ENSG00000250643	3
1781	ENSG00000250659	2
1782	ENSG00000250696	81
1783	ENSG00000250722	38
1784	ENSG00000250771	-5
1785	ENSG00000250893	8
1786	ENSG00000251002	33
1787	ENSG00000251039	-25
1788	ENSG00000251139	3
1789	ENSG00000251322	40
1790	ENSG00000251381	0
1791	ENSG00000251652	-17
1792	ENSG00000251692	40
1793	ENSG00000251706	17
1794	ENSG00000251728	0
1795	ENSG00000251767	80
1796	ENSG00000251799	-2
1797	ENSG00000251803	60
1798	ENSG00000251972	101
1799	ENSG00000251996	9
1800	ENSG00000252019	13
1801	ENSG00000252032	13
1802	ENSG00000252103	7
1803	ENSG00000252118	0
1804	ENSG00000252128	8
1805	ENSG00000252174	-8
1806	ENSG00000252220	24
1807	ENSG00000252222	15
1808	ENSG00000252393	6
1809	ENSG00000252438	10
1810	ENSG00000252489	26
1811	ENSG00000252633	18
1812	ENSG00000252684	10
1813	ENSG00000252692	50
1814	ENSG00000252723	-5
1815	ENSG00000252766	11
1816	ENSG00000252832	-3
1817	ENSG00000252908	16
1818	ENSG00000253187	162
1819	ENSG00000253250	37
1820	ENSG00000253291	19
1821	ENSG00000253293	161
1822	ENSG00000253409	-4
1823	ENSG00000253474	24
1824	ENSG00000253522	15
1825	ENSG00000253552	118
1826	ENSG00000253578	43
1827	ENSG00000253625	43
1828	ENSG00000253651	0
1829	ENSG00000253698	29
1830	ENSG00000253755	-37
1831	ENSG00000253853	-4
1832	ENSG00000253926	2
1833	ENSG00000253989	-4
1834	ENSG00000253998	-13
1835	ENSG00000254006	45
1836	ENSG00000254369	138
1837	ENSG00000254395	-27
1838	ENSG00000254415	-2
1839	ENSG00000254521	10
1840	ENSG00000254709	-28
1841	ENSG00000254774	35
1842	ENSG00000254859	-16
1843	ENSG00000254879	20
1844	ENSG00000254952	44
1845	ENSG00000255026	19
1846	ENSG00000255122	3
1847	ENSG00000255163	-1
1848	ENSG00000255186	22
1849	ENSG00000255201	25
1850	ENSG00000255310	6
1851	ENSG00000255354	3
1852	ENSG00000255518	16
1853	ENSG00000255557	25
1854	ENSG00000255587	9
1855	ENSG00000255833	27
1856	ENSG00000255972	6
1857	ENSG00000256271	14
1858	ENSG00000256400	-17
1859	ENSG00000256618	-12
1860	ENSG00000256912	-23
1861	ENSG00000256988	11
1862	ENSG00000257151	56
1863	ENSG00000257178	118
1864	ENSG00000257335	10
1865	ENSG00000257582	122
1866	ENSG00000257647	54
1867	ENSG00000257654	27
1868	ENSG00000257883	20
1869	ENSG00000258018	13
1870	ENSG00000258168	-1
1871	ENSG00000258227	44
1872	ENSG00000258810	22
1873	ENSG00000259042	37
1874	ENSG00000259079	20
1875	ENSG00000259162	14
1876	ENSG00000259188	3
1877	ENSG00000259207	16
1878	ENSG00000259536	2
1879	ENSG00000259668	32
1880	ENSG00000259674	12
1881	ENSG00000259834	40
1882	ENSG00000259985	68
1883	ENSG00000260027	44
1884	ENSG00000260077	20
1885	ENSG00000260182	24
1886	ENSG00000260197	5
1887	ENSG00000260244	5
1888	ENSG00000260401	21
1889	ENSG00000260418	58
1890	ENSG00000260510	24
1891	ENSG00000260685	50
1892	ENSG00000260978	4
1893	ENSG00000261172	29
1894	ENSG00000261222	0
1895	ENSG00000261245	12
1896	ENSG00000261349	-10
1897	ENSG00000261377	9
1898	ENSG00000262074	-11
1899	ENSG00000262154	-4
1900	ENSG00000262370	14
1901	ENSG00000262503	0
1902	ENSG00000262539	-15
1903	ENSG00000262636	43
1904	ENSG00000262823	-2
1905	ENSG00000262877	62
1906	ENSG00000262943	0
1907	ENSG00000263045	15
1908	ENSG00000263316	7
1909	ENSG00000263381	-11
1910	ENSG00000263413	45
1911	ENSG00000263499	33
1912	ENSG00000263503	-16
1913	ENSG00000263572	31
1914	ENSG00000263584	13
1915	ENSG00000263642	23
1916	ENSG00000263693	31
1917	ENSG00000263763	7
1918	ENSG00000263828	13
1919	ENSG00000263834	27
1920	ENSG00000264354	11
1921	ENSG00000264399	-3
1922	ENSG00000264493	4
1923	ENSG00000264750	39
1924	ENSG00000264773	10
1925	ENSG00000264781	33
1926	ENSG00000264941	90
1927	ENSG00000265135	11
1928	ENSG00000265160	11
1929	ENSG00000265185	-8
1930	ENSG00000265369	68
1931	ENSG00000265418	-6
1932	ENSG00000265432	21
1933	ENSG00000265470	15
1934	ENSG00000265527	-9
1935	ENSG00000265565	-3
1936	ENSG00000265612	49
1937	ENSG00000265657	101
1938	ENSG00000265658	-6
1939	ENSG00000265660	2
1940	ENSG00000265728	17
1941	ENSG00000265743	21
1942	ENSG00000265828	-1
1943	ENSG00000265894	3
1944	ENSG00000265957	39
1945	ENSG00000266017	12
1946	ENSG00000266100	27
1947	ENSG00000266145	32
1948	ENSG00000266146	61
1949	ENSG00000266180	5
1950	ENSG00000266189	38
1951	ENSG00000266274	15
1952	ENSG00000266305	4
1953	ENSG00000266392	49
1954	ENSG00000266421	9
1955	ENSG00000266533	42
1956	ENSG00000266559	17
1957	ENSG00000266891	6
1958	ENSG00000267129	17
1959	ENSG00000267174	20
1960	ENSG00000267203	39
1961	ENSG00000267218	13
1962	ENSG00000267453	40
1963	ENSG00000267519	20
1964	ENSG00000267793	21
1965	ENSG00000268081	8
1966	ENSG00000268117	9
1967	ENSG00000268364	52
1968	ENSG00000268433	-1
1969	ENSG00000268555	4
1970	ENSG00000268734	28
1971	ENSG00000268758	-3
1972	ENSG00000268849	15
1973	ENSG00000268903	9
1974	ENSG00000269019	15
1975	ENSG00000269028	-10
1976	ENSG00000269564	24
1977	ENSG00000269667	12
1978	ENSG00000269877	28
1979	ENSG00000269954	33
1980	ENSG00000269981	7
1981	ENSG00000270022	0
1982	ENSG00000270120	13
1983	ENSG00000270230	0
1984	ENSG00000270640	8
1985	ENSG00000270682	3
1986	ENSG00000270704	49
1987	ENSG00000270961	23
1988	ENSG00000271347	30
1989	ENSG00000271455	6
1990	ENSG00000271546	0
1991	ENSG00000271605	7
1992	ENSG00000271681	29
1993	ENSG00000271736	-11
1994	ENSG00000272168	25
1995	ENSG00000272438	11
1996	ENSG00000272486	-10
1997	ENSG00000272636	41
1998	ENSG00000272701	50
1999	ENSG00000273036	20
